"id","chapter","title","content"
"7.3.6.2","§7.3.6.2","Reference picture list modification syntax","ref_pic_lists_modification { Descriptor ref_pic_list_modification_flag_l0 if(ref_pic_list_modification_flag_l0) for(i = 0; i <= num_ref_idx_l0_active_minus1; i++) list_entry_l0[i] if(slice_type == B) { ref_pic_list_modification_flag_l1 if(ref_pic_list_modification_flag_l1) for(i = 0; i <= num_ref_idx_l1_active_minus1; i++) list_entry_l1[i]"
"7.3.6.3","§7.3.6.3","Weighted prediction parameters syntax","pred_weight_table { Descriptor luma_log2_weight_denom if(chroma_format_idc != 0) delta_chroma_log2_weight_denom for(i = 0; i <= num_ref_idx_l0_active_minus1; i++) luma_weight_l0_flag[i] if(chroma_format_idc != 0) for(i = 0; i <= num_ref_idx_l0_active_minus1; i++) chroma_weight_l0_flag[i] for(i = 0; i <= num_ref_idx_l0_active_minus1; i++) { if(luma_weight_l0_flag[i]) { delta_luma_weight_l0[i] luma_offset_l0[i] if(chroma_weight_l0_flag[i]) for(j = 0; j < 2; j++) { delta_chroma_weight_l0[i][j] delta_chroma_offset_l0[i][j] if(slice_type == B) { for(i = 0; i <= num_ref_idx_l1_active_minus1; i++) luma_weight_l1_flag[i] if(chroma_format_idc != 0) for(i = 0; i <= num_ref_idx_l1_active_minus1; i++) chroma_weight_l1_flag[i] for(i = 0; i <= num_ref_idx_l1_active_minus1; i++) { if(luma_weight_l1_flag[i]) { delta_luma_weight_l1[i] luma_offset_l1[i] if(chroma_weight_l1_flag[i]) for(j = 0; j < 2; j++) { delta_chroma_weight_l1[i][j] delta_chroma_offset_l1[i][j]"
"7.3.7","§7.3.7","Short-term reference picture set syntax","short_term_ref_pic_set(stRpsIdx) { Descriptor if(stRpsIdx != 0) inter_ref_pic_set_prediction_flag if(inter_ref_pic_set_prediction_flag) { if(stRpsIdx == num_short_term_ref_pic_sets) delta_idx_minus1 delta_rps_sign abs_delta_rps_minus1 for(j = 0; j <= NumDeltaPocs[RefRpsIdx]; j++) { used_by_curr_pic_flag[j] if(!used_by_curr_pic_flag[j]) use_delta_flag[j] } else { num_negative_pics num_positive_pics for(i = 0; i < num_negative_pics; i++) { delta_poc_s0_minus1[i] used_by_curr_pic_s0_flag[i] for(i = 0; i < num_positive_pics; i++) { delta_poc_s1_minus1[i] used_by_curr_pic_s1_flag[i]"
"7.3.8.1","§7.3.8.1","General slice segment data syntax","slice_segment_data { Descriptor coding_tree_unit end_of_slice_segment_flag CtbAddrInTs++ CtbAddrInRs = CtbAddrTsToRs[CtbAddrInTs] if(!end_of_slice_segment_flag && ((tiles_enabled_flag && TileId[CtbAddrInTs] != TileId[CtbAddrInTs?1]) || (entropy_coding_sync_enabled_flag && CtbAddrInTs % PicWidthInCtbsY == 0)) end_of_sub_stream_one_bit /* equal to 1 */ byte_alignment } while(!end_of_slice_segment_flag)"
"7.3.8.2","§7.3.8.2","Coding tree unit syntax","coding_tree_unit { Descriptor xCtb = (CtbAddrInRs%PicWidthInCtbsY)<<CtbLog2SizeY yCtb = (CtbAddrInRs/PicWidthInCtbsY)<<CtbLog2SizeY if(slice_sao_luma_flag || slice_sao_chroma_flag) sao(xCtb>>CtbLog2SizeY, yCtb>>CtbLog2SizeY) coding_quadtree(xCtb, yCtb, CtbLog2SizeY, 0)"
"7.3.8.3","§7.3.8.3","Sample adaptive offset syntax","sao(rx, ry){ Descriptor if(rx > 0) { leftCtbInSliceSeg = CtbAddrInRs > SliceAddrRs leftCtbInTile = TileId[CtbAddrInTs] == TileId[CtbAddrRsToTs[CtbAddrInRs?1]] if(leftCtbInSliceSeg && leftCtbInTile) sao_merge_left_flag if(ry > 0 && !sao_merge_left_flag) { upCtbInSliceSeg = (CtbAddrInRs?PicWidthInCtbsY)>=SliceAddrRs upCtbInTile = TileId[CtbAddrInTs] == TileId[CtbAddrRsToTs[CtbAddrInRs?PicWidthInCtbsY]] if(upCtbInSliceSeg && upCtbInTile) sao_merge_up_flag if(!sao_merge_up_flag && !sao_merge_left_flag) for(cIdx = 0; cIdx < 3; cIdx++) if((slice_sao_luma_flag && cIdx == 0) || (slice_sao_chroma_flag && cIdx > 0)) { if(cIdx == 0) sao_type_idx_luma else if(cIdx == 1) sao_type_idx_chroma if(SaoTypeIdx[cIdx][rx][ry] != 0) { for(i = 0; i < 4; i++) sao_offset_abs[cIdx][rx][ry][i] if(SaoTypeIdx[cIdx][rx][ry] == 1) { for(i = 0; i < 4; i++) if(sao_offset_abs[cIdx][rx][ry][i] != 0) sao_offset_sign[cIdx][rx][ry][i] sao_band_position[cIdx][rx][ry] } else { if(cIdx == 0) sao_eo_class_luma if(cIdx == 1) sao_eo_class_chroma"
"7.3.8.4","§7.3.8.4","Coding quadtree syntax","coding_quadtree(x0,y0,log2CbSize,cqtDepth) { Descriptor if(x0+(1<<log2CbSize) <= pic_width_in_luma_samples && y0+(1<<log2CbSize) <= pic_height_in_luma_samples && log2CbSize > MinCbLog2SizeY) split_cu_flag[x0][y0] if(cu_qp_delta_enabled_flag && log2CbSize >= Log2MinCuQpDeltaSize) { IsCuQpDeltaCoded = 0 CuQpDeltaVal = 0 if(split_cu_flag[x0][y0]) { x1 = x0 + (1<<(log2CbSize?1)) y1 = y0 + (1<<(log2CbSize?1)) coding_quadtree(x0,y0,log2CbSize?1,cqtDepth+1) if(x1 < pic_width_in_luma_samples) coding_quadtree(x1,y0,log2CbSize?1,cqtDepth+1) if(y1 < pic_height_in_luma_samples) coding_quadtree(x0,y1,log2CbSize?1,cqtDepth+1) if(x1 < pic_width_in_luma_samples && y1 < pic_height_in_luma_samples) coding_quadtree(x1,y1,log2CbSize?1,cqtDepth+1) } else coding_unit(x0,y0,log2CbSize)"
"7.3.8.5","§7.3.8.5","Coding unit syntax","coding_unit(x0,y0,log2CbSize) { Descriptor if(transquant_bypass_enabled_flag) cu_transquant_bypass_flag if(slice_type != I) cu_skip_flag[x0][y0] nCbS = (1<<log2CbSize) if(cu_skip_flag[x0][y0]) prediction_unit(x0,y0,nCbS,nCbS) else { if(slice_type != I) pred_mode_flag if(CuPredMode[x0][y0] != MODE_INTRA || log2CbSize == MinCbLog2SizeY) part_mode if(CuPredMode[x0][y0] == MODE_INTRA) { if(PartMode == PART_2Nx2N && pcm_enabled_flag && log2CbSize >= Log2MinIpcmCbSizeY && log2CbSize <= Log2MaxIpcmCbSizeY) pcm_flag[x0][y0] if(pcm_flag[x0][y0]) { while(!byte_aligned) pcm_alignment_zero_bit pcm_sample(x0,y0,log2CbSize) } else { pbOffset = (PartMode == PART_NxN) ? (nCbS/2) : nCbS for(j = 0; j < nCbS; j = j + pbOffset) for(i = 0; i < nCbS; i = i + pbOffset) prev_intra_luma_pred_flag[x0+i][y0+j] for(j = 0; j < nCbS; j = j + pbOffset) for(i = 0; i < nCbS; i = i + pbOffset) if(prev_intra_luma_pred_flag[x0+i][y0+j]) mpm_idx[x0+i][y0+j] rem_intra_luma_pred_mode[x0+i][y0+j] intra_chroma_pred_mode[x0][y0] } else { if(PartMode == PART_2Nx2N) prediction_unit(x0,y0,nCbS,nCbS) else if(PartMode == PART_2NxN) { prediction_unit(x0,y0,nCbS,nCbS/2) prediction_unit(x0,y0+(nCbS/2),nCbS,nCbS/2) } else if(PartMode == PART_Nx2N) { prediction_unit(x0,y0,nCbS/2,nCbS) prediction_unit(x0 + (nCbS/2),y0,nCbS/2,nCbS) } else if(PartMode == PART_2NxnU) { prediction_unit(x0,y0,nCbS,nCbS/4) prediction_unit(x0,y0+(nCbS/4),nCbS,nCbS*3/4) } else if(PartMode == PART_2NxnD) { prediction_unit(x0,y0,nCbS,nCbS*3/4) prediction_unit(x0,y0+(nCbS*3/4),nCbS,nCbS/4) } else if(PartMode == PART_nLx2N) { prediction_unit(x0,y0,nCbS/4,nCbS) prediction_unit(x0+(nCbS/4),y0,nCbS*3/4,nCbS) } else if(PartMode == PART_nRx2N) { prediction_unit(x0,y0,nCbS*3/4,nCbS) prediction_unit(x0+(nCbS*3/4),y0,nCbS/4,nCbS) } else { /* PART_NxN */ prediction_unit(x0,y0,nCbS/2,nCbS/2) prediction_unit(x0+(nCbS/2),y0,nCbS/2,nCbS/2) prediction_unit(x0,y0+(nCbS/2),nCbS/2,nCbS/2) prediction_unit(x0+(nCbS/2),y0+(nCbS/2),nCbS/2,nCbS/2) if(!pcm_flag[x0][y0]) { if(CuPredMode[x0][y0] != MODE_INTRA && !(PartMode == PART_2Nx2N && merge_flag[x0][y0])) rqt_root_cbf if(rqt_root_cbf) { MaxTrafoDepth = (CuPredMode[x0][y0] == MODE_INTRA ? (max_transform_hierarchy_depth_intra + IntraSplitFlag) : max_transform_hierarchy_depth_inter) transform_tree(x0,y0,x0,y0,log2CbSize,0,0)"
"7.3.8.6","§7.3.8.6","Prediction unit syntax","prediction_unit(x0,y0,nPbW,nPbH) { Descriptor if(cu_skip_flag[x0][y0]) { if(MaxNumMergeCand > 1) merge_idx[x0][y0] } else { /* MODE_INTER */ merge_flag[x0][y0] if(merge_flag[x0][y0]) { if(MaxNumMergeCand > 1) merge_idx[x0][y0] } else { if(slice_type == B) inter_pred_idc[x0][y0] if(inter_pred_idc[x0][y0] != PRED_L1) { if(num_ref_idx_l0_active_minus1 > 0) ref_idx_l0[x0][y0] mvd_coding(x0,y0,0) mvp_l0_flag[x0][y0] if(inter_pred_idc[x0][y0] != PRED_L0) { if(num_ref_idx_l1_active_minus1 > 0) ref_idx_l1[x0][y0] if(mvd_l1_zero_flag && inter_pred_idc[x0][y0] == PRED_BI) { MvdL1[x0][y0][0] = 0 MvdL1[x0][y0][1] = 0 } else mvd_coding(x0,y0,1) mvp_l1_flag[x0][y0]"
"7.3.8.7","§7.3.8.7","PCM sample syntax","pcm_sample(x0,y0,log2CbSize) { Descriptor for(i = 0; i < 1<<(log2CbSize<<1); i++) pcm_sample_luma[i] for(i = 0; i < (1<<(log2CbSize<<1))>>1; i++) pcm_sample_chroma[i]"
"7.3.8.8","§7.3.8.8","Transform tree syntax","transform_tree(x0,y0,xBase,yBase,log2TrafoSize,trafoDepth,blkIdx) { Descriptor if(log2TrafoSize <= Log2MaxTrafoSize && log2TrafoSize > Log2MinTrafoSize && trafoDepth < MaxTrafoDepth && !(IntraSplitFlag && (trafoDepth == 0))) split_transform_flag[x0][y0][trafoDepth] if(log2TrafoSize > 2) { if(trafoDepth == 0 || cbf_cb[xBase][yBase][trafoDepth?1]) cbf_cb[x0][y0][trafoDepth] if(trafoDepth == 0 || cbf_cr[xBase][yBase][trafoDepth?1]) cbf_cr[x0][y0][trafoDepth] if(split_transform_flag[x0][y0][trafoDepth]) { x1 = x0 + (1<<(log2TrafoSize?1)) y1 = y0 + (1<<(log2TrafoSize?1)) transform_tree(x0,y0,x0,y0,log2TrafoSize?1,trafoDepth+1,0) transform_tree(x1,y0,x0,y0,log2TrafoSize?1,trafoDepth+1,1) transform_tree(x0,y1,x0,y0,log2TrafoSize?1,trafoDepth+1,2) transform_tree(x1,y1,x0,y0,log2TrafoSize?1,trafoDepth+1,3) } else { if(CuPredMode[x0][y0] == MODE_INTRA || trafoDepth != 0 || cbf_cb[x0][y0][trafoDepth] || cbf_cr[x0][y0][trafoDepth]) cbf_luma[x0][y0][trafoDepth] transform_unit(x0,y0,xBase,yBase,log2TrafoSize,trafoDepth,blkIdx)"
"7.3.8.9","§7.3.8.9","Motion vector difference syntax","mvd_coding(x0,y0,refList) { Descriptor abs_mvd_greater0_flag[0] abs_mvd_greater0_flag[1] if(abs_mvd_greater0_flag[0]) abs_mvd_greater1_flag[0] if(abs_mvd_greater0_flag[1]) abs_mvd_greater1_flag[1] if(abs_mvd_greater0_flag[0]) { if(abs_mvd_greater1_flag[0]) abs_mvd_minus2[0] mvd_sign_flag[0] if(abs_mvd_greater0_flag[1]) { if(abs_mvd_greater1_flag[1]) abs_mvd_minus2[1] mvd_sign_flag[1]"
"7.3.8.10","§7.3.8.10","Transform unit syntax","transform_unit(x0,y0,xBase,yBase,log2TrafoSize,trafoDepth,blkIdx) { Descriptor if(cbf_luma[x0][y0][trafoDepth] || cbf_cb[x0][y0][trafoDepth] || cbf_cr[x0][y0][trafoDepth]) { if(cu_qp_delta_enabled_flag && !IsCuQpDeltaCoded) { cu_qp_delta_abs if(cu_qp_delta_abs) cu_qp_delta_sign_flag if(cbf_luma[x0][y0][trafoDepth]) residual_coding(x0,y0,log2TrafoSize,0) if(log2TrafoSize > 2) { if(cbf_cb[x0][y0][trafoDepth]) residual_coding(x0,y0,log2TrafoSize?1,1) if(cbf_cr[x0][y0][trafoDepth]) residual_coding(x0,y0,log2TrafoSize?1,2) } else if(blkIdx == 3) { if(cbf_cb[xBase][yBase][trafoDepth]) residual_coding(xBase,yBase,log2TrafoSize,1) if(cbf_cr[xBase][yBase][trafoDepth]) residual_coding(xBase,yBase,log2TrafoSize,2)"
"7.3.8.11","§7.3.8.11","Residual coding syntax","residual_coding(x0,y0,log2TrafoSize,cIdx) { Descriptor if(transform_skip_enabled_flag && !cu_transquant_bypass_flag && (log2TrafoSize == 2)) transform_skip_flag[x0][y0][cIdx] last_sig_coeff_x_prefix last_sig_coeff_y_prefix if(last_sig_coeff_x_prefix > 3) last_sig_coeff_x_suffix if(last_sig_coeff_y_prefix > 3) last_sig_coeff_y_suffix lastScanPos = 16 lastSubBlock = (1<<(log2TrafoSize?2)) * (1<<(log2TrafoSize?2)) ? 1 if(lastScanPos == 0) { lastScanPos = 16 lastSubBlock?? lastScanPos?? xS = ScanOrder[log2TrafoSize?2][scanIdx][lastSubBlock][0] yS = ScanOrder[log2TrafoSize?2][scanIdx][lastSubBlock][1] xC = (xS << 2) + ScanOrder[2][scanIdx][lastScanPos][0] yC = (yS << 2) + ScanOrder[2][scanIdx][lastScanPos][1] } while((xC != LastSignificantCoeffX) || (yC != LastSignificantCoeffY)) for(i = lastSubBlock; i >= 0; i??) { xS = ScanOrder[log2TrafoSize?2][scanIdx][i][0] yS = ScanOrder[log2TrafoSize?2][scanIdx][i][1] inferSbDcSigCoeffFlag = 0 if((i<lastSubBlock) && (i>0)) { coded_sub_block_flag[xS][yS] inferSbDcSigCoeffFlag = 1 for(n = (i == lastSubBlock) ? lastScanPos?1 : 15; n >= 0; n??) { xC = (xS << 2) + ScanOrder[2][scanIdx][n][0] yC = (yS << 2) + ScanOrder[2][scanIdx][n][1] if(coded_sub_block_flag[xS][yS] && (n>0 || !inferSbDcSigCoeffFlag)) { sig_coeff_flag[xC][yC] if(sig_coeff_flag[xC][yC]) inferSbDcSigCoeffFlag = 0 firstSigScanPos = 16 lastSigScanPos = ?1 numGreater1Flag = 0 lastGreater1ScanPos = ?1 for(n = 15; n >= 0; n??) { xC = (xS << 2) + ScanOrder[2][scanIdx][n][0] yC = (yS << 2) + ScanOrder[2][scanIdx][n][1] if(sig_coeff_flag[xC][yC]) { if(numGreater1Flag < 8) { coeff_abs_level_greater1_flag[n] numGreater1Flag++ if(coeff_abs_level_greater1_flag[n] && lastGreater1ScanPos == ?1) lastGreater1ScanPos = n if(lastSigScanPos == ?1) lastSigScanPos = n firstSigScanPos = n signHidden = (lastSigScanPos ? firstSigScanPos > 3 && !cu_transquant_bypass_flag) if(lastGreater1ScanPos != ?1) coeff_abs_level_greater2_flag[lastGreater1ScanPos] for(n = 15; n >= 0; n??) { xC = (xS << 2) + ScanOrder[2][scanIdx][n][0] yC = (yS << 2) + ScanOrder[2][scanIdx][n][1] if(sig_coeff_flag[xC][yC] && (!sign_data_hiding_enabled_flag || !signHidden || (n != firstSigScanPos))) coeff_sign_flag[n] numSigCoeff = 0 sumAbsLevel = 0 for(n = 15; n >= 0; n??) { xC = (xS << 2) + ScanOrder[2][scanIdx][n][0] yC = (yS << 2) + ScanOrder[2][scanIdx][n][1] if(sig_coeff_flag[xC][yC]) { baseLevel = 1 + coeff_abs_level_greater1_flag[n] + coeff_abs_level_greater2_flag[n] if(baseLevel == ((numSigCoeff < 8) ? ((n == lastGreater1ScanPos) ? 3 : 2) : 1)) coeff_abs_level_remaining[n] TransCoeffLevel[x0][y0][cIdx][xC][yC] = (coeff_abs_level_remaining[n] + baseLevel) * (1 ? 2 * coeff_sign_flag[n]) if(sign_data_hiding_enabled_flag && signHidden) { sumAbsLevel += (coeff_abs_level_remaining[n] + baseLevel) if((n == firstSigScanPos) && ((sumAbsLevel%2) == 1)) TransCoeffLevel[x0][y0][cIdx][xC][yC] = ?TransCoeffLevel[x0][y0][cIdx][xC][yC] numSigCoeff++"
"7.4.1","§7.4.1","General","Semantics associated with the syntax structures and with the syntax elements within these structures are specified in this subclause. When the semantics of a syntax element are specified using a table or a set of tables, any values that are not specified in the table(s) shall not be present in the bitstream unless otherwise specified in this Specification."
"7.4.2.1","§7.4.2.1","General NAL unit semantics","NumBytesInNalUnit specifies the size of the NAL unit in bytes. This value is required for decoding of the NAL unit. Some form of demarcation of NAL unit boundaries is necessary to enable inference of NumBytesInNalUnit. One such demarcation method is specified in AnnexB for the byte stream format. Other methods of demarcation may be specified outside of this Specification. NOTE30-The VCL is specified to efficiently represent the content of the video data. The NAL is specified to format that data and provide header information in a manner appropriate for conveyance on a variety of communication channels or storage media. All data are contained in NAL units, each of which contains an integer number of bytes. A NAL unit specifies a generic format for use in both packet-oriented and bitstream systems. The format of NAL units for both packet-oriented transport and byte stream is identical except that each NAL unit can be preceded by a start code prefix and extra padding bytes in the byte stream format specified in AnnexB. rbsp_byte[i] is the i-th byte of an RBSP. An RBSP is specified as an ordered sequence of bytes as follows: The RBSP contains an SODB as follows: -	If the SODB is empty (i.e. zero bits in length), the RBSP is also empty. -	Otherwise, the RBSP contains the SODB as follows: 1)	The first byte of the RBSP contains the (most significant, left-most) eight bits of the SODB; the next byte of the RBSP contains the next eight bits of the SODB, etc., until fewer than eight bits of the SODB remain. 2)	rbsp_trailing_bits are present after the SODB as follows: i)	The first (most significant, left-most) bits of the final RBSP byte contains the remaining bits of the SODB (if any). ii)	The next bit consists of a single rbsp_stop_one_bit equal to 1. iii)	When the rbsp_stop_one_bit is not the last bit of a byte-aligned byte, one or more rbsp_alignment_zero_bit is present to result in byte alignment. 3)	One or more cabac_zero_word 16-bit syntax elements equal to 0x0000 may be present in some RBSPs after the rbsp_trailing_bits at the end of the RBSP. Syntax structures having these RBSP properties are denoted in the syntax tables using an ""_rbsp"" suffix. These structures are carried within NAL units as the content of the rbsp_byte[i] data bytes. The association of the RBSP syntax structures to the NAL units is as specified in Table7-3. NOTE31-When the boundaries of the RBSP are known, the decoder can extract the SODB from the RBSP by concatenating the bits of the bytes of the RBSP and discarding the rbsp_stop_one_bit, which is the last (least significant, right-most) bit equal to 1, and discarding any following (less significant, farther to the right) bits that follow it, which are equal to 0. The data necessary for the decoding process is contained in the SODB part of the RBSP. emulation_prevention_three_byte is a byte equal to 0x03. When an emulation_prevention_three_byte is present in the NAL unit, it shall be discarded by the decoding process. The last byte of the NAL unit shall not be equal to 0x00. Within the NAL unit, the following three-byte sequences shall not occur at any byte-aligned position: -	0x000000 -	0x000001 -	0x000002 Within the NAL unit, any four-byte sequence that starts with 0x000003 other than the following sequences shall not occur at any byte-aligned position: -	0x00000300 -	0x00000301 -	0x00000302 -	0x00000303"
"7.4.2.2","§7.4.2.2","NAL unit header semantics","forbidden_zero_bit shall be equal to 0. nal_unit_type specifies the type of RBSP data structure contained in the NAL unit as specified in Table7-3. NAL units that have nal_unit_type in the range of UNSPEC48..UNSPEC63, inclusive, for which semantics are not specified, shall not affect the decoding process specified in this Specification. NOTE32-NAL unit types in the range of UNSPEC48..UNSPEC63 may be used as determined by the application. No decoding process for these values of nal_unit_type is specified in this Specification. Since different applications might use these NAL unit types for different purposes, particular care must be exercised in the design of encoders that generate NAL units with these nal_unit_type values, and in the design of decoders that interpret the content of NAL units with these nal_unit_type values. For purposes other than determining the amount of data in the decoding units of the bitstream (as specified in AnnexC), decoders shall ignore (remove from the bitstream and discard) the contents of all NAL units that use reserved values of nal_unit_type. NOTE33-This requirement allows future definition of compatible extensions to this Specification. Table7-3 - NAL unit type codes and NAL unit type classes nal_unit_type Name of nal_unit_type Content of NAL unit and RBSP syntax structure NAL unit type class TRAIL_N TRAIL_R Coded slice segment of a non-TSA, non-STSA trailing picture slice_segment_layer_rbsp Coded slice segment of a TSA picture slice_segment_layer_rbsp STSA_N STSA_R Coded slice segment of an STSA picture slice_segment_layer_rbsp RADL_N RADL_R Coded slice segment of a RADL picture slice_segment_layer_rbsp RASL_N RASL_R Coded slice segment of a RASL picture slice_segment_layer_rbsp RSV_VCL_N10 RSV_VCL_N12 RSV_VCL_N14 Reserved non-IRAP sub-layer non-reference VCL NAL unit types RSV_VCL_R11 RSV_VCL_R13 RSV_VCL_R15 Reserved non-IRAP sub-layer reference VCL NAL unit types BLA_W_LP BLA_W_RADL BLA_N_LP Coded slice segment of a BLA picture slice_segment_layer_rbsp IDR_W_RADL IDR_N_LP Coded slice segment of an IDR picture slice_segment_layer_rbsp CRA_NUT Coded slice segment of a CRA picture slice_segment_layer_rbsp RSV_IRAP_VCL22 RSV_IRAP_VCL23 Reserved IRAP VCL NAL unit types 24..31 RSV_VCL24.. RSV_VCL31 Reserved non-IRAP VCL NAL unit types VPS_NUT Video parameter set video_parameter_set_rbsp non-VCL SPS_NUT Sequence parameter set seq_parameter_set_rbsp non-VCL PPS_NUT Picture parameter set pic_parameter_set_rbsp non-VCL AUD_NUT Access unit delimiter access_unit_delimiter_rbsp non-VCL EOS_NUT End of sequence end_of_seq_rbsp non-VCL EOB_NUT End of bitstream end_of_bitstream_rbsp non-VCL FD_NUT Filler data filler_data_rbsp non-VCL PREFIX_SEI_NUT SUFFIX_SEI_NUT Supplemental enhancement information sei_rbsp non-VCL 41..47 RSV_NVCL41.. RSV_NVCL47 Reserved non-VCL 48..63 UNSPEC48.. UNSPEC63 Unspecified non-VCL NOTE34-A CRA picture may have associated RASL or RADL pictures present in the bitstream. NOTE35-A BLA picture having nal_unit_type equal to BLA_W_LP may have associated RASL or RADL pictures present in the bitstream. A BLA picture having nal_unit_type equal to BLA_W_RADL does not have associated RASL pictures present in the bitstream, but may have associated RADL pictures in the bitstream. A BLA picture having nal_unit_type equal to BLA_N_LP does not have associated leading pictures present in the bitstream. NOTE36-An IDR picture having nal_unit_type equal to IDR_N_LP does not have associated leading pictures present in the bitstream. An IDR picture having nal_unit_type equal to IDR_W_RADL does not have associated RASL pictures present in the bitstream, but may have associated RADL pictures in the bitstream. NOTE37-A sub-layer non-reference picture is not included in any of RefPicSetStCurrBefore, RefPicSetStCurrAfter and RefPicSetLtCurr of any picture with the same value of TemporalId, and may be discarded without affecting the decodab"
"7.4.2.3","§7.4.2.3","Encapsulation of an SODB within an RBSP (informative)","This subclause does not form an integral part of this Specification. The form of encapsulation of an SODB within an RBSP and the use of the emulation_prevention_three_byte for encapsulation of an RBSP within a NAL unit is described for the following purposes: -	To prevent the emulation of start codes within NAL units while allowing any arbitrary SODB to be represented within a NAL unit, -	To enable identification of the end of the SODB within the NAL unit by searching the RBSP for the rbsp_stop_one_bit starting at the end of the RBSP, -	To enable a NAL unit to have a size greater than that of the SODB under some circumstances (using one or more cabac_zero_word syntax elements). The encoder can produce a NAL unit from an RBSP by the following procedure: 1. The RBSP data are searched for byte-aligned bits of the following binary patterns: '0000000000000000000000xx' (where 'xx' represents any two-bit pattern: '00', '01', '10', or '11'), and a byte equal to 0x03 is inserted to replace the bit pattern with the pattern: '000000000000000000000011000000xx', and finally, when the last byte of the RBSP data is equal to 0x00 (which can only occur when the RBSP ends in a cabac_zero_word), a final byte equal to 0x03 is appended to the end of the data. The last zero byte of a byte-aligned three-byte sequence 0x000000 in the RBSP (which is replaced by the four-byte sequence 0x00000300) is taken into account when searching the RBSP data for the next occurrence of byte-aligned bits with the binary patterns specified above. 2. The resulting sequence of bytes is then prefixed with the NAL unit header, within which the nal_unit_type indicates the type of RBSP data structure in the NAL unit. The process specified above results in the construction of the entire NAL unit. This process can allow any SODB to be represented in a NAL unit while ensuring both of the following: -	No byte-aligned start code prefix is emulated within the NAL unit. - No sequence of 8 zero-valued bits followed by a start code prefix, regardless of byte-alignment, is emulated within the NAL unit."
"7.4.2.4.1","§7.4.2.4.1","General","This subclause specifies constraints on the order of NAL units in the bitstream. Any order of NAL units in the bitstream obeying these constraints is referred to in the text as the decoding order of NAL units. Within a NAL unit, the syntax in subclauses7.3, D.2, and D.1 specifies the decoding order of syntax elements. Decoders shall be capable of receiving NAL units and their syntax elements in decoding order."
"7.4.2.4.2","§7.4.2.4.2","Order of VPS, SPS and PPS RBSPs and their activation","This subclause specifies the activation process of VPSs, SPSs, and PPSs. NOTE41-The VPS, SPS, and PPS mechanism decouples the transmission of infrequently changing information from the transmission of coded block data. VPSs, SPSs, and PPSs may, in some applications, be conveyed ""out-of-band"". A PPS RBSP includes parameters that can be referred to by the coded slice segment NAL units of one or more coded pictures. Each PPS RBSP is initially considered not active at the start of the operation of the decoding process. At most one PPS RBSP is considered active at any given moment during the operation of the decoding process, and the activation of any particular PPS RBSP results in the deactivation of the previously-active PPS RBSP (if any). When a PPS RBSP (with a particular value of pps_pic_parameter_set_id) is not active and it is referred to by a coded slice segment NAL unit (using a value of slice_pic_parameter_set_id equal to the pps_pic_parameter_set_id value), it is activated. This PPS RBSP is called the active PPS RBSP until it is deactivated by the activation of another PPS RBSP. A PPS RBSP, with that particular value of pps_pic_parameter_set_id, shall be available to the decoding process prior to its activation, included in at least one access unit with TemporalId less than or equal to the TemporalId of the PPS NAL unit or provided through external means. Any PPS NAL unit containing the value of pps_pic_parameter_set_id for the active PPS RBSP for a coded picture shall have the same content as that of the active PPS RBSP for the coded picture, unless it follows the last VCL NAL unit of the coded picture and precedes the first VCL NAL unit of another coded picture. An SPS RBSP includes parameters that can be referred to by one or more PPS RBSPs or one or more SEI NAL units containing an active parameter sets SEI message. Each SPS RBSP is initially considered not active at the start of the operation of the decoding process. At most one SPS RBSP is considered active at any given moment during the operation of the decoding process, and the activation of any particular SPS RBSP results in the deactivation of the previously-active SPS RBSP (if any). When an SPS RBSP (with a particular value of sps_seq_parameter_set_id) is not already active and it is referred to by activation of a PPS RBSP (in which pps_seq_parameter_set_id is equal to the sps_seq_parameter_set_id value) or is referred to by an SEI NAL unit containing an active parameter sets SEI message (in which active_seq_parameter_set_id[0] is equal to the sps_seq_parameter_set_id value), it is activated. This SPS RBSP is called the active SPS RBSP until it is deactivated by the activation of another SPS RBSP. An SPS RBSP, with that particular value of sps_seq_parameter_set_id, shall be available to the decoding process prior to its activation, included in at least one access unit with TemporalId equal to 0 or provided through external means. An activated SPS RBSP shall remain active for the entire CVS. NOTE42-Because an IRAP access unit with NoRaslOutputFlag equal to 1 begins a new CVS and an activated SPS RBSP must remain active for the entire CVS, an SPS RBSP can only be activated by an active parameter sets SEI message when the active parameter sets SEI message is part of an IRAP access unit with NoRaslOutputFlag equal to 1. Any SPS NAL unit containing the value of sps_seq_parameter_set_id for the active SPS RBSP for a CVS shall have the same content as that of the active SPS RBSP for the CVS, unless it follows the last access unit of the CVS and precedes the first VCL NAL unit and the first SEI NAL unit containing an active parameter sets SEI message (when present) of another CVS. A VPS RBSP includes parameters that can be referred to by one or more SPS RBSPs or one or more SEI NAL units containing an active parameter sets SEI message. Each VPS RBSP is initially considered not active at the start of the operation of the decoding process. At most one VPS RBSP i"
